"","FID","Municipality","idarea","X","Date","n","base","typeI","typeII","typeIII","typeIV"
"1","0","BAGAMANOC",1,209,"2021-01-01",0,0.569498335064809,0.359049262251911,0.146952462160147,0.569387606192088,0.569672813737363
"2","0","BAGAMANOC",1,210,"2021-01-02",0,0.546807875322298,0.349573008765692,0.139945355993134,0.546728049539921,0.546616863862351
"3","0","BAGAMANOC",1,211,"2021-01-03",0,0.503437975657821,0.331799136919182,0.115361334750414,0.503419815787356,0.503219578223757
"4","0","BAGAMANOC",1,212,"2021-01-04",0,0.471863711729621,0.31728284091705,0.0995272373686936,0.471850092677408,0.471770403616026
"5","0","BAGAMANOC",1,213,"2021-01-05",0,0.446805197177367,0.304690310487314,0.113028388310174,0.446827430279282,0.44680493539857
"6","0","BAGAMANOC",1,214,"2021-01-06",0,0.424866320196996,0.293022129144319,0.109835528909607,0.424909953928034,0.424576663280304
"7","0","BAGAMANOC",1,215,"2021-01-07",0,0.403614116037271,0.281477745444746,0.0998202763247066,0.403654460661111,0.403546742801449
"8","0","BAGAMANOC",1,216,"2021-01-08",0,0.381144621405094,0.269379338247668,0.114490945613321,0.381211323384747,0.381326013240566
"9","0","BAGAMANOC",1,217,"2021-01-09",0,0.355904658802931,0.256134614465691,0.114803990143958,0.355985477503662,0.356196927047874
"10","0","BAGAMANOC",1,218,"2021-01-10",0,0.326687408538972,0.241205974636807,0.0981368311452947,0.326821131040674,0.327159993492106
"11","0","BAGAMANOC",1,219,"2021-01-11",0,0.323701258709769,0.24104181055826,0.0905676721297008,0.323864526446158,0.324072373237167
"12","0","BAGAMANOC",1,220,"2021-01-12",0,0.345961307063422,0.255605449090428,0.0848254056239501,0.346137658456697,0.346080675713138
"13","0","BAGAMANOC",1,221,"2021-01-13",0,0.400917113107765,0.288223143753662,0.096744736097332,0.40107219505879,0.400786513572714
"14","0","BAGAMANOC",1,222,"2021-01-14",0,0.489458259229197,0.328706119975842,0.105487477670779,0.489542721809455,0.489223744229184
"15","0","BAGAMANOC",1,223,"2021-01-15",0,0.582131758407021,0.36966036437819,0.115419310486442,0.582114444341944,0.581966385003195
"16","0","BAGAMANOC",1,224,"2021-01-16",0,0.655406351679887,0.402237867863107,0.156652721853436,0.655392109758378,0.655343691248034
"17","0","BAGAMANOC",1,225,"2021-01-17",0,0.717798063742095,0.429171062145644,0.175907879470792,0.717814261349061,0.717231116043263
"18","0","BAGAMANOC",1,226,"2021-01-18",0,0.760470380113325,0.448820611260948,0.179887304000039,0.760457662188589,0.760258230844386
"19","0","BAGAMANOC",1,227,"2021-01-19",0,0.787190027565791,0.462081195206295,0.229859062123351,0.787176388663924,0.787494813656959
"20","0","BAGAMANOC",1,228,"2021-01-20",0,0.801119616895695,0.469699297098728,0.255690695402145,0.801109582238372,0.801699919716549
"21","0","BAGAMANOC",1,229,"2021-01-21",0,0.804154226611043,0.472153511636694,0.243984292613176,0.804167319658769,0.805195032481486
"22","0","BAGAMANOC",1,230,"2021-01-22",0,0.796717879741721,0.469601878538413,0.228378387773325,0.796756965922351,0.797508674452249
"23","0","BAGAMANOC",1,231,"2021-01-23",0,0.769932430579073,0.458935707734417,0.200789218407955,0.770024235801848,0.770111068333092
"24","0","BAGAMANOC",1,232,"2021-01-24",0,0.721182694683402,0.439655239621584,0.186161007432774,0.721326434593026,0.720926005307027
"25","0","BAGAMANOC",1,233,"2021-01-25",0,0.701592914977533,0.429689622541855,0.159343351230336,0.701750306830258,0.701289166093749
"26","0","BAGAMANOC",1,234,"2021-01-26",0,0.705606585207013,0.427634603738071,0.145636207930485,0.705712706125292,0.705453762766996
"27","0","BAGAMANOC",1,235,"2021-01-27",0,0.712482188749622,0.428934322411317,0.17692645219969,0.712608942533555,0.712459982632155
"28","0","BAGAMANOC",1,236,"2021-01-28",0,0.723476680130345,0.433709181935355,0.183672588154526,0.723625423041199,0.722945680116993
"29","0","BAGAMANOC",1,237,"2021-01-29",0,0.733267490556463,0.439349151133293,0.179248248267504,0.73337870082119,0.733096727601486
"30","0","BAGAMANOC",1,238,"2021-01-30",0,0.743502368027444,0.446399354336523,0.225386571798544,0.743608959669878,0.743817375957528
"31","0","BAGAMANOC",1,239,"2021-01-31",0,0.75599873692351,0.455572710054156,0.249437431855026,0.756084207067638,0.756570795455056
"32","0","BAGAMANOC",1,240,"2021-02-01",0,0.780944241714947,0.469748982539422,0.242263732013572,0.781031221381203,0.781975364825414
"33","0","BAGAMANOC",1,241,"2021-02-02",0,0.807931177355149,0.483761945476378,0.237935304365813,0.808012996147833,0.808749888806586
"34","0","BAGAMANOC",1,242,"2021-02-03",0,0.825632645268921,0.494265745995261,0.22986212847654,0.825722142853432,0.825836514686694
"35","0","BAGAMANOC",1,243,"2021-02-04",0,0.836872555533904,0.50209746453313,0.23364959627084,0.836947887872055,0.836571863227133
"36","0","BAGAMANOC",1,244,"2021-02-05",0,0.843596380109412,0.507929528709781,0.209226541107386,0.843665640946959,0.843226776235572
"37","0","BAGAMANOC",1,245,"2021-02-06",0,0.838535836558344,0.51092317344597,0.190973982445577,0.838574288449648,0.838352227149099
"38","0","BAGAMANOC",1,246,"2021-02-07",0,0.821017500353522,0.507414700559078,0.229808817440869,0.82109511282619,0.820995209006841
"39","0","BAGAMANOC",1,247,"2021-02-08",0,0.812650288778002,0.506154349330037,0.233938798633603,0.812785753205772,0.812054058250704
"40","0","BAGAMANOC",1,248,"2021-02-09",0,0.811558337947193,0.506995522182735,0.225558957482835,0.811654491044905,0.811362553614381
"41","0","BAGAMANOC",1,249,"2021-02-10",0,0.809317246576942,0.508590739955923,0.282723842831544,0.809392121517742,0.809652732381009
"42","0","BAGAMANOC",1,250,"2021-02-11",0,0.805519509214098,0.511099451845937,0.30624358984389,0.805558667312622,0.806119369069898
"43","0","BAGAMANOC",1,251,"2021-02-12",0,0.799478795456144,0.514779622039043,0.284213594146409,0.799526133064128,0.800527594198447
"44","0","BAGAMANOC",1,252,"2021-02-13",0,0.790126828406359,0.519041201820043,0.269474717622111,0.790227905307776,0.790927107702623
"45","0","BAGAMANOC",1,253,"2021-02-14",0,0.768096634953016,0.52391418540457,0.25652911649027,0.768281441104512,0.768296097472578
"46","0","BAGAMANOC",1,254,"2021-02-15",0,0.768375025068616,0.534991807488383,0.260225353109998,0.768574610894778,0.768106538375322
"47","0","BAGAMANOC",1,255,"2021-02-16",0,0.78310085806136,0.549319468312557,0.237717976541834,0.783298554395929,0.782761268044807
"48","0","BAGAMANOC",1,256,"2021-02-17",0,0.807750678765063,0.564386056778017,0.227574133987371,0.807899849596706,0.807570437975314
"49","0","BAGAMANOC",1,257,"2021-02-18",0,0.839640466177839,0.579884161961852,0.290661005458847,0.839784167147405,0.839600308318575
"50","0","BAGAMANOC",1,258,"2021-02-19",0,0.868503688224863,0.592107324759165,0.305985806777053,0.868644922717839,0.867839497679916
"51","0","BAGAMANOC",1,259,"2021-02-20",0,0.882075020735964,0.598764343875942,0.298505774411854,0.882168556699518,0.881837769265041
"52","0","BAGAMANOC",1,260,"2021-02-21",0,0.864810008052631,0.592158135147339,0.371481572421898,0.864939678924857,0.865169381591341
"53","0","BAGAMANOC",1,261,"2021-02-22",0,0.874687982556191,0.595387420506481,0.405988205714577,0.874794271151187,0.875345133335252
"54","0","BAGAMANOC",1,262,"2021-02-23",0,0.887512006329642,0.601535706209994,0.378804211194212,0.887647941356924,0.88868325949486
"55","0","BAGAMANOC",1,263,"2021-02-24",0,0.906108111034473,0.611354549942239,0.368956386593724,0.906268489951842,0.907036856046129
"56","0","BAGAMANOC",1,264,"2021-02-25",0,0.934873510817292,0.626095583358661,0.370970400021502,0.934958732776431,0.935121637296963
"57","0","BAGAMANOC",1,265,"2021-02-26",0,0.971490577173762,0.646067953598314,0.385058488825023,0.971666842021079,0.971165696930307
"58","0","BAGAMANOC",1,266,"2021-02-27",0,1.01527356726527,0.672399232417401,0.355653411740241,1.01547410405663,1.01485398275517
"59","0","BAGAMANOC",1,267,"2021-02-28",0,1.03547020190457,0.694290957003333,0.335879865488618,1.0355926883293,1.03526218609108
"60","0","BAGAMANOC",1,268,"2021-03-01",0,1.08891454875432,0.724972673376861,0.438087099917115,1.0890891018073,1.08888182650355
"61","0","BAGAMANOC",1,269,"2021-03-02",0,1.14836126474859,0.75958749646242,0.46838983948107,1.14844721091475,1.1474927391678
"62","0","BAGAMANOC",1,270,"2021-03-03",0,1.23253508542683,0.80860304060945,0.489632213975514,1.23260948517228,1.23219858131923
"63","0","BAGAMANOC",1,271,"2021-03-04",1,1.35819016344297,1.05605125707028,0.707187124403252,1.35848069726641,1.35873063214337
"64","0","BAGAMANOC",1,272,"2021-03-05",1,1.44542222457119,1.10953215719206,0.826098642398622,1.44561961267289,1.44649017103823
