,Date,Municipality,Latitude,Longitude,NewCases,Deaths,Recoveries,d_cases,n
0,2020-06-06,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
6,2020-07-16,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
66,2020-09-10,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
79,2020-09-20,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
89,2020-09-24,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
104,2020-10-11,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
118,2020-10-20,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
140,2020-11-08,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
180,2021-01-14,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
189,2021-01-24,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
197,2021-02-01,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
220,2021-02-21,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
292,2021-04-05,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
297,2021-04-08,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,2
303,2021-04-10,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,3
320,2021-04-19,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,2
326,2021-04-22,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,1
330,2021-04-23,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
381,2021-05-09,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
410,2021-05-17,SAN MIGUEL,13.6403293,124.3031092,1,0,1,0,1
426,2021-05-20,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,2
440,2021-05-24,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,3
445,2021-05-25,SAN MIGUEL,13.6403293,124.3031092,4,0,0,4,7
447,2021-05-26,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,6
466,2021-05-29,SAN MIGUEL,13.6403293,124.3031092,1,0,1,0,6
474,2021-05-31,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,7
476,2021-06-01,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,6
483,2021-06-02,SAN MIGUEL,13.6403293,124.3031092,0,0,4,-4,2
505,2021-06-09,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,1
512,2021-06-10,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
538,2021-06-17,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
564,2021-06-25,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,2
574,2021-06-26,SAN MIGUEL,13.6403293,124.3031092,1,0,1,0,2
579,2021-06-27,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,3
581,2021-06-28,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,5
609,2021-07-04,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,4
619,2021-07-05,SAN MIGUEL,13.6403293,124.3031092,3,0,0,3,7
624,2021-07-06,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,6
631,2021-07-07,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,3
642,2021-07-08,SAN MIGUEL,13.6403293,124.3031092,3,0,0,3,6
644,2021-07-09,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,8
652,2021-07-10,SAN MIGUEL,13.6403293,124.3031092,4,0,0,4,12
669,2021-07-12,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,13
681,2021-07-14,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,10
692,2021-07-17,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,7
708,2021-07-18,SAN MIGUEL,13.6403293,124.3031092,5,0,2,3,10
713,2021-07-19,SAN MIGUEL,13.6403293,124.3031092,0,0,4,-4,6
723,2021-07-21,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,5
754,2021-07-27,SAN MIGUEL,13.6403293,124.3031092,0,0,5,-5,0
774,2021-07-31,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
803,2021-08-07,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,3
817,2021-08-09,SAN MIGUEL,13.6403293,124.3031092,1,0,1,0,3
845,2021-08-15,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,2
849,2021-08-16,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,1
860,2021-08-18,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
868,2021-08-19,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
890,2021-08-23,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,3
912,2021-08-28,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,2
924,2021-08-30,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,3
940,2021-09-01,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,1
950,2021-09-03,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,3
954,2021-09-04,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,5
974,2021-09-06,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,6
988,2021-09-09,SAN MIGUEL,13.6403293,124.3031092,6,0,1,5,11
996,2021-09-11,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,12
1003,2021-09-12,SAN MIGUEL,13.6403293,124.3031092,4,0,1,3,15
1011,2021-09-13,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,13
1028,2021-09-15,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,12
1034,2021-09-16,SAN MIGUEL,13.6403293,124.3031092,4,0,0,4,16
1054,2021-09-18,SAN MIGUEL,13.6403293,124.3031092,3,0,7,-4,12
1075,2021-09-21,SAN MIGUEL,13.6403293,124.3031092,0,0,4,-4,8
1085,2021-09-23,SAN MIGUEL,13.6403293,124.3031092,9,0,0,9,17
1093,2021-09-24,SAN MIGUEL,13.6403293,124.3031092,3,0,0,3,20
1098,2021-09-25,SAN MIGUEL,13.6403293,124.3031092,0,0,4,-4,16
1121,2021-09-27,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,13
1140,2021-09-30,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,15
1148,2021-10-01,SAN MIGUEL,13.6403293,124.3031092,0,0,9,-9,6
1154,2021-10-03,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,3
1169,2021-10-06,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,4
1182,2021-10-08,SAN MIGUEL,13.6403293,124.3031092,4,0,0,4,8
1188,2021-10-09,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,6
1204,2021-10-10,SAN MIGUEL,13.6403293,124.3031092,3,0,0,3,9
1208,2021-10-11,SAN MIGUEL,13.6403293,124.3031092,4,0,0,4,13
1222,2021-10-12,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,12
1224,2021-10-13,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,13
1239,2021-10-15,SAN MIGUEL,13.6403293,124.3031092,5,0,1,4,17
1256,2021-10-17,SAN MIGUEL,13.6403293,124.3031092,0,0,4,-4,13
1264,2021-10-18,SAN MIGUEL,13.6403293,124.3031092,5,0,3,2,15
1278,2021-10-19,SAN MIGUEL,13.6403293,124.3031092,0,0,4,-4,11
1281,2021-10-20,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,13
1293,2021-10-21,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,15
1295,2021-10-22,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,17
1306,2021-10-23,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,16
1316,2021-10-24,SAN MIGUEL,13.6403293,124.3031092,3,0,5,-2,14
1325,2021-10-25,SAN MIGUEL,13.6403293,124.3031092,3,0,0,3,17
1342,2021-10-27,SAN MIGUEL,13.6403293,124.3031092,0,0,5,-5,12
1348,2021-10-28,SAN MIGUEL,13.6403293,124.3031092,4,0,0,4,16
1357,2021-10-29,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,17
1363,2021-10-30,SAN MIGUEL,13.6403293,124.3031092,4,0,4,0,17
1377,2021-10-31,SAN MIGUEL,13.6403293,124.3031092,3,0,2,1,18
1385,2021-11-01,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,20
1401,2021-11-02,SAN MIGUEL,13.6403293,124.3031092,2,0,3,-1,19
1408,2021-11-03,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,16
1420,2021-11-05,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,17
1422,2021-11-06,SAN MIGUEL,13.6403293,124.3031092,3,0,4,-1,16
1436,2021-11-08,SAN MIGUEL,13.6403293,124.3031092,1,0,5,-4,12
1450,2021-11-09,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,9
1457,2021-11-10,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,7
1462,2021-11-11,SAN MIGUEL,13.6403293,124.3031092,1,0,2,-1,6
1485,2021-11-13,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,7
1486,2021-11-14,SAN MIGUEL,13.6403293,124.3031092,1,0,1,0,7
1497,2021-11-15,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,4
1519,2021-11-17,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,3
1520,2021-11-18,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,5
1536,2021-11-20,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,4
1560,2021-11-22,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,2
1588,2021-11-26,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,0
1670,2022-01-07,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
1682,2022-01-12,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,2
1693,2022-01-13,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,3
1695,2022-01-14,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,4
1705,2022-01-15,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,5
1717,2022-01-17,SAN MIGUEL,13.6403293,124.3031092,1,0,1,0,5
1753,2022-01-21,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,7
1754,2022-01-22,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,5
1772,2022-01-23,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,4
1776,2022-01-24,SAN MIGUEL,13.6403293,124.3031092,3,0,1,2,6
1791,2022-01-26,SAN MIGUEL,13.6403293,124.3031092,2,0,1,1,7
1802,2022-01-27,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,8
1822,2022-01-29,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,9
1832,2022-01-30,SAN MIGUEL,13.6403293,124.3031092,3,0,2,1,10
1850,2022-02-02,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,7
1862,2022-02-03,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,8
1866,2022-02-04,SAN MIGUEL,13.6403293,124.3031092,3,0,0,3,11
1873,2022-02-05,SAN MIGUEL,13.6403293,124.3031092,1,0,3,-2,9
1890,2022-02-07,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,10
1898,2022-02-08,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,9
1907,2022-02-09,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,6
1928,2022-02-14,SAN MIGUEL,13.6403293,124.3031092,0,0,4,-4,2
1939,2022-02-16,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,1
2064,2022-07-02,SAN MIGUEL,13.6403293,124.3031092,1,0,1,0,1
2070,2022-07-07,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,2
2072,2022-07-08,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,3
2091,2022-07-15,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,4
2094,2022-07-16,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,6
2099,2022-07-17,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,4
2123,2022-07-24,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,6
2129,2022-07-25,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,3
2154,2022-08-02,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,1
2160,2022-08-03,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,2
2164,2022-08-04,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,3
2190,2022-08-11,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,2
2197,2022-08-13,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,1
2218,2022-08-17,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,2
2244,2022-08-23,SAN MIGUEL,13.6403293,124.3031092,0,1,0,-1,1
2253,2022-08-27,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
2346,2023-04-20,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,2
2348,2023-04-28,SAN MIGUEL,13.6403293,124.3031092,1,0,2,-1,1
2350,2023-05-01,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
2355,2023-05-07,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
2370,2023-05-14,SAN MIGUEL,13.6403293,124.3031092,4,0,0,4,5
2377,2023-05-16,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,4
2390,2023-05-19,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,6
2394,2023-05-21,SAN MIGUEL,13.6403293,124.3031092,5,0,0,5,11
2402,2023-05-22,SAN MIGUEL,13.6403293,124.3031092,1,0,1,0,11
2406,2023-05-23,SAN MIGUEL,13.6403293,124.3031092,0,0,3,-3,8
2421,2023-05-27,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,7
2427,2023-05-28,SAN MIGUEL,13.6403293,124.3031092,3,0,1,2,9
2437,2023-05-30,SAN MIGUEL,13.6403293,124.3031092,0,0,6,-6,3
2462,2023-06-04,SAN MIGUEL,13.6403293,124.3031092,2,0,0,2,5
2465,2023-06-05,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,3
2471,2023-06-06,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,2
2489,2023-06-12,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,3
2490,2023-06-13,SAN MIGUEL,13.6403293,124.3031092,0,0,2,-2,1
2506,2023-06-20,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
2529,2023-08-20,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,1
2530,2023-08-26,SAN MIGUEL,13.6403293,124.3031092,1,0,0,1,2
2531,2023-08-28,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,1
2532,2023-09-03,SAN MIGUEL,13.6403293,124.3031092,0,0,1,-1,0
1,2020-06-22,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
10,2020-07-21,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,0
13,2020-07-25,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
23,2020-08-09,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,2
33,2020-08-16,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,1
46,2020-08-25,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,0
115,2020-10-19,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
117,2020-10-20,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,2
130,2020-11-01,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,1
137,2020-11-08,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,0
239,2021-03-04,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
278,2021-03-28,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,0
321,2021-04-19,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
338,2021-04-25,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,5
341,2021-04-27,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,7
343,2021-04-28,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,6
348,2021-04-29,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,10
358,2021-05-02,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,11
361,2021-05-04,BAGAMANOC,13.9396368,124.2878298,0,0,4,-4,7
365,2021-05-05,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,5
368,2021-05-06,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,6
374,2021-05-08,BAGAMANOC,13.9396368,124.2878298,0,0,4,-4,2
380,2021-05-09,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,4
384,2021-05-10,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,3
401,2021-05-15,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,2
413,2021-05-17,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,0
544,2021-06-19,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
552,2021-06-21,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,3
562,2021-06-24,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,7
563,2021-06-25,BAGAMANOC,13.9396368,124.2878298,5,0,0,5,12
577,2021-06-27,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,14
586,2021-06-28,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,13
592,2021-06-30,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,11
599,2021-07-01,BAGAMANOC,13.9396368,124.2878298,6,0,0,6,17
608,2021-07-03,BAGAMANOC,13.9396368,124.2878298,1,0,4,-3,14
614,2021-07-04,BAGAMANOC,13.9396368,124.2878298,0,0,5,-5,9
620,2021-07-05,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,13
626,2021-07-06,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,11
641,2021-07-08,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,15
653,2021-07-10,BAGAMANOC,13.9396368,124.2878298,0,0,6,-6,9
667,2021-07-12,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,8
677,2021-07-14,BAGAMANOC,13.9396368,124.2878298,0,0,4,-4,4
687,2021-07-16,BAGAMANOC,13.9396368,124.2878298,3,0,0,3,7
698,2021-07-17,BAGAMANOC,13.9396368,124.2878298,1,0,4,-3,4
727,2021-07-21,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,5
731,2021-07-22,BAGAMANOC,13.9396368,124.2878298,3,0,0,3,8
736,2021-07-24,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,9
743,2021-07-25,BAGAMANOC,13.9396368,124.2878298,3,0,3,0,9
748,2021-07-26,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,13
753,2021-07-27,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,12
762,2021-07-29,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,16
770,2021-07-31,BAGAMANOC,13.9396368,124.2878298,2,0,4,-2,14
782,2021-08-02,BAGAMANOC,13.9396368,124.2878298,1,0,1,0,14
787,2021-08-03,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,11
794,2021-08-04,BAGAMANOC,13.9396368,124.2878298,0,0,4,-4,7
796,2021-08-05,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,11
802,2021-08-06,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,15
808,2021-08-07,BAGAMANOC,13.9396368,124.2878298,1,0,4,-3,12
818,2021-08-09,BAGAMANOC,13.9396368,124.2878298,2,0,2,0,12
825,2021-08-11,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,11
829,2021-08-12,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,15
840,2021-08-14,BAGAMANOC,13.9396368,124.2878298,1,0,4,-3,12
847,2021-08-15,BAGAMANOC,13.9396368,124.2878298,0,0,4,-4,8
853,2021-08-16,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,7
861,2021-08-18,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,5
870,2021-08-19,BAGAMANOC,13.9396368,124.2878298,3,0,0,3,8
881,2021-08-21,BAGAMANOC,13.9396368,124.2878298,0,0,4,-4,4
889,2021-08-23,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,3
907,2021-08-27,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,4
915,2021-08-28,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,2
922,2021-08-29,BAGAMANOC,13.9396368,124.2878298,1,0,1,0,2
928,2021-08-30,BAGAMANOC,13.9396368,124.2878298,3,0,0,3,5
958,2021-09-04,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,9
962,2021-09-05,BAGAMANOC,13.9396368,124.2878298,2,0,1,1,10
972,2021-09-06,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,12
977,2021-09-07,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,11
983,2021-09-08,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,8
1006,2021-09-12,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,9
1010,2021-09-13,BAGAMANOC,13.9396368,124.2878298,2,0,4,-2,7
1022,2021-09-14,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,4
1024,2021-09-15,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,3
1035,2021-09-16,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,4
1050,2021-09-18,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,5
1058,2021-09-19,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,9
1069,2021-09-20,BAGAMANOC,13.9396368,124.2878298,1,0,1,0,9
1070,2021-09-21,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,7
1089,2021-09-23,BAGAMANOC,13.9396368,124.2878298,3,0,0,3,10
1090,2021-09-24,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,9
1103,2021-09-25,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,8
1113,2021-09-26,BAGAMANOC,13.9396368,124.2878298,3,0,0,3,11
1114,2021-09-27,BAGAMANOC,13.9396368,124.2878298,0,0,4,-4,7
1126,2021-09-28,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,6
1131,2021-09-29,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,7
1138,2021-09-30,BAGAMANOC,13.9396368,124.2878298,1,0,3,-2,5
1145,2021-10-01,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,7
1158,2021-10-03,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,4
1181,2021-10-08,BAGAMANOC,13.9396368,124.2878298,3,0,0,3,7
1186,2021-10-09,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,4
1198,2021-10-10,BAGAMANOC,13.9396368,124.2878298,5,0,1,4,8
1206,2021-10-11,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,12
1238,2021-10-15,BAGAMANOC,13.9396368,124.2878298,2,0,3,-1,11
1246,2021-10-16,BAGAMANOC,13.9396368,124.2878298,5,0,0,5,16
1266,2021-10-18,BAGAMANOC,13.9396368,124.2878298,4,0,6,-2,14
1271,2021-10-19,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,11
1282,2021-10-20,BAGAMANOC,13.9396368,124.2878298,7,0,0,7,18
1298,2021-10-22,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,20
1310,2021-10-23,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,18
1319,2021-10-24,BAGAMANOC,13.9396368,124.2878298,2,0,5,-3,15
1332,2021-10-25,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,17
1346,2021-10-27,BAGAMANOC,13.9396368,124.2878298,0,0,4,-4,13
1347,2021-10-28,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,14
1360,2021-10-29,BAGAMANOC,13.9396368,124.2878298,0,0,7,-7,7
1366,2021-10-30,BAGAMANOC,13.9396368,124.2878298,1,0,2,-1,6
1382,2021-10-31,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,8
1383,2021-11-01,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,7
1398,2021-11-02,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,4
1418,2021-11-05,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,3
1428,2021-11-07,BAGAMANOC,13.9396368,124.2878298,2,0,1,1,4
1439,2021-11-08,BAGAMANOC,13.9396368,124.2878298,1,0,2,-1,3
1464,2021-11-11,BAGAMANOC,13.9396368,124.2878298,7,0,0,7,10
1482,2021-11-13,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,14
1508,2021-11-16,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,11
1529,2021-11-19,BAGAMANOC,13.9396368,124.2878298,2,0,7,-5,6
1552,2021-11-21,BAGAMANOC,13.9396368,124.2878298,0,0,3,-3,3
1556,2021-11-22,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,2
1597,2021-11-27,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,0
1667,2022-01-07,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,2
1704,2022-01-15,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,3
1710,2022-01-16,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,1
1738,2022-01-19,BAGAMANOC,13.9396368,124.2878298,8,0,0,8,9
1740,2022-01-20,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,11
1751,2022-01-21,BAGAMANOC,13.9396368,124.2878298,4,0,0,4,15
1765,2022-01-23,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,14
1778,2022-01-24,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,15
1796,2022-01-26,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,16
1801,2022-01-27,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,18
1813,2022-01-28,BAGAMANOC,13.9396368,124.2878298,0,0,9,-9,9
1821,2022-01-29,BAGAMANOC,13.9396368,124.2878298,1,0,4,-3,6
1857,2022-02-02,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,5
1868,2022-02-04,BAGAMANOC,13.9396368,124.2878298,1,0,2,-1,4
1876,2022-02-05,BAGAMANOC,13.9396368,124.2878298,0,0,2,-2,2
1895,2022-02-07,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,1
1904,2022-02-09,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,2
1947,2022-02-19,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,1
1978,2022-03-04,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,2
1988,2022-03-13,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,1
2007,2022-04-15,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,0
2222,2022-08-18,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
2260,2022-08-29,BAGAMANOC,13.9396368,124.2878298,0,1,0,-1,0
2294,2022-09-19,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
2305,2022-09-28,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,0
2366,2023-05-12,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
2392,2023-05-21,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,0
2431,2023-05-29,BAGAMANOC,13.9396368,124.2878298,1,0,0,1,1
2455,2023-06-03,BAGAMANOC,13.9396368,124.2878298,2,0,0,2,3
2468,2023-06-06,BAGAMANOC,13.9396368,124.2878298,0,0,1,-1,2
