,Date,Municipality,Latitude,Longitude,NewCases,Deaths,Recoveries
308,2021-09-21,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
309,2021-09-24,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
310,2021-09-25,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
311,2021-09-27,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,4.0
312,2021-09-28,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
313,2021-10-03,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
314,2021-10-09,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
315,2021-10-19,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
316,2021-10-23,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,2.0
317,2021-10-27,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,4.0
318,2021-10-29,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,7.0
319,2021-11-01,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
320,2021-11-02,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
321,2021-11-05,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,1.0
322,2021-11-16,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
323,2021-11-21,BAGAMANOC,13.9396368,124.2878298,0.0,0.0,3.0
