,Year,CityMunRes,Sex,Age,AgeGroup,count,AgeGroupVac,AgeGroupHosp
0,2020,BAGAMANOC,MALE,22.0,20 to 24,1,15 to 44,20 to 24
1,2020,BAGAMANOC,MALE,23.0,20 to 24,1,15 to 44,20 to 24
2,2020,BAGAMANOC,MALE,24.0,20 to 24,1,15 to 44,20 to 24
3,2020,BAGAMANOC,MALE,26.0,25 to 29,1,15 to 44,25 to 29
4,2020,BAGAMANOC,MALE,47.0,45 to 49,1,45 to 59,45 to 49
5,2020,BARAS,FEMALE,18.0,15 to 19,1,15 to 44,15 to 19
6,2020,BARAS,FEMALE,22.0,20 to 24,1,15 to 44,20 to 24
7,2020,BARAS,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
8,2020,BARAS,FEMALE,39.0,35 to 39,1,15 to 44,35 to 39
9,2020,BARAS,MALE,14.0,10 to 14,1,0 to 14,12 to 14
10,2020,BARAS,MALE,15.0,15 to 19,1,15 to 44,15 to 19
11,2020,BARAS,MALE,27.0,25 to 29,2,15 to 44,25 to 29
12,2020,BARAS,MALE,28.0,25 to 29,1,15 to 44,25 to 29
13,2020,BARAS,MALE,37.0,35 to 39,1,15 to 44,35 to 39
14,2020,BARAS,MALE,43.0,40 to 44,1,15 to 44,40 to 44
15,2020,BATO,FEMALE,4.0,0 to 4,1,0 to 14,0 to 11
16,2020,BATO,FEMALE,10.0,10 to 14,1,0 to 14,0 to 11
17,2020,BATO,FEMALE,21.0,20 to 24,2,15 to 44,20 to 24
18,2020,BATO,FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
19,2020,BATO,MALE,22.0,20 to 24,1,15 to 44,20 to 24
20,2020,BATO,MALE,24.0,20 to 24,1,15 to 44,20 to 24
21,2020,BATO,MALE,28.0,25 to 29,1,15 to 44,25 to 29
22,2020,BATO,MALE,32.0,30 to 34,2,15 to 44,30 to 34
23,2020,BATO,MALE,37.0,35 to 39,1,15 to 44,35 to 39
24,2020,CARAMORAN,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
25,2020,CARAMORAN,MALE,20.0,20 to 24,1,15 to 44,20 to 24
26,2020,CARAMORAN,MALE,21.0,20 to 24,2,15 to 44,20 to 24
27,2020,CARAMORAN,MALE,33.0,30 to 34,1,15 to 44,30 to 34
28,2020,GIGMOTO,FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
29,2020,GIGMOTO,FEMALE,51.0,50 to 54,1,45 to 59,50 to 54
30,2020,GIGMOTO,FEMALE,59.0,55 to 59,1,45 to 59,55 to 59
31,2020,GIGMOTO,MALE,23.0,20 to 24,1,15 to 44,20 to 24
32,2020,GIGMOTO,MALE,53.0,50 to 54,1,45 to 59,50 to 54
33,2020,PANDAN,FEMALE,22.0,20 to 24,1,15 to 44,20 to 24
34,2020,PANDAN,FEMALE,26.0,25 to 29,1,15 to 44,25 to 29
35,2020,PANDAN,MALE,25.0,25 to 29,1,15 to 44,25 to 29
36,2020,PANDAN,MALE,33.0,30 to 34,1,15 to 44,30 to 34
37,2020,PANDAN,MALE,38.0,35 to 39,1,15 to 44,35 to 39
38,2020,PANDAN,MALE,49.0,45 to 49,1,45 to 59,45 to 49
39,2020,PANGANIBAN (PAYO),FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
40,2020,PANGANIBAN (PAYO),FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
41,2020,PANGANIBAN (PAYO),FEMALE,60.0,60 to 64,1,60 to 69,60 to 64
42,2020,PANGANIBAN (PAYO),MALE,7.0,5 to 9,1,0 to 14,0 to 11
43,2020,PANGANIBAN (PAYO),MALE,22.0,20 to 24,1,15 to 44,20 to 24
44,2020,PANGANIBAN (PAYO),MALE,25.0,25 to 29,1,15 to 44,25 to 29
45,2020,PANGANIBAN (PAYO),MALE,31.0,30 to 34,1,15 to 44,30 to 34
46,2020,PANGANIBAN (PAYO),MALE,37.0,35 to 39,1,15 to 44,35 to 39
47,2020,SAN ANDRES (CALOLBON),FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
48,2020,SAN ANDRES (CALOLBON),FEMALE,36.0,35 to 39,1,15 to 44,35 to 39
49,2020,SAN ANDRES (CALOLBON),FEMALE,49.0,45 to 49,1,45 to 59,45 to 49
50,2020,SAN ANDRES (CALOLBON),FEMALE,61.0,60 to 64,1,60 to 69,60 to 64
51,2020,SAN ANDRES (CALOLBON),MALE,23.0,20 to 24,1,15 to 44,20 to 24
52,2020,SAN ANDRES (CALOLBON),MALE,24.0,20 to 24,1,15 to 44,20 to 24
53,2020,SAN ANDRES (CALOLBON),MALE,35.0,35 to 39,1,15 to 44,35 to 39
54,2020,SAN MIGUEL,FEMALE,24.0,20 to 24,1,15 to 44,20 to 24
55,2020,SAN MIGUEL,MALE,22.0,20 to 24,1,15 to 44,20 to 24
56,2020,SAN MIGUEL,MALE,29.0,25 to 29,1,15 to 44,25 to 29
57,2020,SAN MIGUEL,MALE,50.0,50 to 54,1,45 to 59,50 to 54
58,2020,VIGA,FEMALE,21.0,20 to 24,1,15 to 44,20 to 24
59,2020,VIGA,FEMALE,79.0,75 to 79,1,70 to 79,75 to 79
60,2020,VIRAC (CAPITAL),FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
61,2020,VIRAC (CAPITAL),FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
62,2020,VIRAC (CAPITAL),FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
63,2020,VIRAC (CAPITAL),FEMALE,21.0,20 to 24,2,15 to 44,20 to 24
64,2020,VIRAC (CAPITAL),FEMALE,22.0,20 to 24,1,15 to 44,20 to 24
65,2020,VIRAC (CAPITAL),FEMALE,23.0,20 to 24,3,15 to 44,20 to 24
66,2020,VIRAC (CAPITAL),FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
67,2020,VIRAC (CAPITAL),FEMALE,26.0,25 to 29,3,15 to 44,25 to 29
68,2020,VIRAC (CAPITAL),FEMALE,28.0,25 to 29,1,15 to 44,25 to 29
69,2020,VIRAC (CAPITAL),FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
70,2020,VIRAC (CAPITAL),FEMALE,31.0,30 to 34,2,15 to 44,30 to 34
71,2020,VIRAC (CAPITAL),FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
72,2020,VIRAC (CAPITAL),FEMALE,33.0,30 to 34,2,15 to 44,30 to 34
73,2020,VIRAC (CAPITAL),FEMALE,36.0,35 to 39,1,15 to 44,35 to 39
74,2020,VIRAC (CAPITAL),FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
75,2020,VIRAC (CAPITAL),FEMALE,39.0,35 to 39,2,15 to 44,35 to 39
76,2020,VIRAC (CAPITAL),FEMALE,40.0,40 to 44,2,15 to 44,40 to 44
77,2020,VIRAC (CAPITAL),FEMALE,41.0,40 to 44,1,15 to 44,40 to 44
78,2020,VIRAC (CAPITAL),FEMALE,43.0,40 to 44,1,15 to 44,40 to 44
79,2020,VIRAC (CAPITAL),FEMALE,44.0,40 to 44,1,15 to 44,40 to 44
80,2020,VIRAC (CAPITAL),FEMALE,46.0,45 to 49,1,45 to 59,45 to 49
81,2020,VIRAC (CAPITAL),FEMALE,47.0,45 to 49,4,45 to 59,45 to 49
82,2020,VIRAC (CAPITAL),FEMALE,48.0,45 to 49,1,45 to 59,45 to 49
83,2020,VIRAC (CAPITAL),FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
84,2020,VIRAC (CAPITAL),FEMALE,51.0,50 to 54,1,45 to 59,50 to 54
85,2020,VIRAC (CAPITAL),FEMALE,52.0,50 to 54,1,45 to 59,50 to 54
86,2020,VIRAC (CAPITAL),FEMALE,53.0,50 to 54,2,45 to 59,50 to 54
87,2020,VIRAC (CAPITAL),FEMALE,57.0,55 to 59,1,45 to 59,55 to 59
88,2020,VIRAC (CAPITAL),FEMALE,58.0,55 to 59,1,45 to 59,55 to 59
89,2020,VIRAC (CAPITAL),FEMALE,60.0,60 to 64,1,60 to 69,60 to 64
90,2020,VIRAC (CAPITAL),FEMALE,63.0,60 to 64,1,60 to 69,60 to 64
91,2020,VIRAC (CAPITAL),FEMALE,65.0,65 to 69,1,60 to 69,65 to 69
92,2020,VIRAC (CAPITAL),FEMALE,72.0,70 to 74,1,70 to 79,70 to 74
93,2020,VIRAC (CAPITAL),FEMALE,77.0,75 to 79,1,70 to 79,75 to 79
94,2020,VIRAC (CAPITAL),MALE,1.0,0 to 4,1,0 to 14,0 to 11
95,2020,VIRAC (CAPITAL),MALE,2.0,0 to 4,1,0 to 14,0 to 11
96,2020,VIRAC (CAPITAL),MALE,19.0,15 to 19,3,15 to 44,15 to 19
97,2020,VIRAC (CAPITAL),MALE,22.0,20 to 24,1,15 to 44,20 to 24
98,2020,VIRAC (CAPITAL),MALE,24.0,20 to 24,2,15 to 44,20 to 24
99,2020,VIRAC (CAPITAL),MALE,29.0,25 to 29,2,15 to 44,25 to 29
100,2020,VIRAC (CAPITAL),MALE,31.0,30 to 34,2,15 to 44,30 to 34
101,2020,VIRAC (CAPITAL),MALE,32.0,30 to 34,1,15 to 44,30 to 34
102,2020,VIRAC (CAPITAL),MALE,35.0,35 to 39,1,15 to 44,35 to 39
103,2020,VIRAC (CAPITAL),MALE,36.0,35 to 39,4,15 to 44,35 to 39
104,2020,VIRAC (CAPITAL),MALE,38.0,35 to 39,1,15 to 44,35 to 39
105,2020,VIRAC (CAPITAL),MALE,41.0,40 to 44,2,15 to 44,40 to 44
106,2020,VIRAC (CAPITAL),MALE,50.0,50 to 54,2,45 to 59,50 to 54
107,2020,VIRAC (CAPITAL),MALE,51.0,50 to 54,2,45 to 59,50 to 54
108,2020,VIRAC (CAPITAL),MALE,55.0,55 to 59,2,45 to 59,55 to 59
109,2020,VIRAC (CAPITAL),MALE,61.0,60 to 64,2,60 to 69,60 to 64
110,2020,VIRAC (CAPITAL),MALE,62.0,60 to 64,1,60 to 69,60 to 64
111,2020,VIRAC (CAPITAL),MALE,74.0,70 to 74,1,70 to 79,70 to 74
112,2020,VIRAC (CAPITAL),MALE,80.0,80+,1,80+,80+
113,2020,VIRAC (CAPITAL),MALE,86.0,80+,1,80+,80+
114,2021,BAGAMANOC,FEMALE,5.0,5 to 9,1,0 to 14,0 to 11
115,2021,BAGAMANOC,FEMALE,7.0,5 to 9,1,0 to 14,0 to 11
116,2021,BAGAMANOC,FEMALE,8.0,5 to 9,1,0 to 14,0 to 11
117,2021,BAGAMANOC,FEMALE,9.0,5 to 9,1,0 to 14,0 to 11
118,2021,BAGAMANOC,FEMALE,11.0,10 to 14,1,0 to 14,0 to 11
119,2021,BAGAMANOC,FEMALE,13.0,10 to 14,1,0 to 14,12 to 14
120,2021,BAGAMANOC,FEMALE,14.0,10 to 14,3,0 to 14,12 to 14
121,2021,BAGAMANOC,FEMALE,15.0,15 to 19,1,15 to 44,15 to 19
122,2021,BAGAMANOC,FEMALE,16.0,15 to 19,1,15 to 44,15 to 19
123,2021,BAGAMANOC,FEMALE,17.0,15 to 19,1,15 to 44,15 to 19
124,2021,BAGAMANOC,FEMALE,18.0,15 to 19,3,15 to 44,15 to 19
125,2021,BAGAMANOC,FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
126,2021,BAGAMANOC,FEMALE,20.0,20 to 24,3,15 to 44,20 to 24
127,2021,BAGAMANOC,FEMALE,21.0,20 to 24,1,15 to 44,20 to 24
128,2021,BAGAMANOC,FEMALE,22.0,20 to 24,2,15 to 44,20 to 24
129,2021,BAGAMANOC,FEMALE,23.0,20 to 24,3,15 to 44,20 to 24
130,2021,BAGAMANOC,FEMALE,24.0,20 to 24,3,15 to 44,20 to 24
131,2021,BAGAMANOC,FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
132,2021,BAGAMANOC,FEMALE,26.0,25 to 29,1,15 to 44,25 to 29
133,2021,BAGAMANOC,FEMALE,27.0,25 to 29,3,15 to 44,25 to 29
134,2021,BAGAMANOC,FEMALE,28.0,25 to 29,2,15 to 44,25 to 29
135,2021,BAGAMANOC,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
136,2021,BAGAMANOC,FEMALE,30.0,30 to 34,2,15 to 44,30 to 34
137,2021,BAGAMANOC,FEMALE,31.0,30 to 34,2,15 to 44,30 to 34
138,2021,BAGAMANOC,FEMALE,32.0,30 to 34,3,15 to 44,30 to 34
139,2021,BAGAMANOC,FEMALE,33.0,30 to 34,2,15 to 44,30 to 34
140,2021,BAGAMANOC,FEMALE,34.0,30 to 34,1,15 to 44,30 to 34
141,2021,BAGAMANOC,FEMALE,35.0,35 to 39,1,15 to 44,35 to 39
142,2021,BAGAMANOC,FEMALE,36.0,35 to 39,1,15 to 44,35 to 39
143,2021,BAGAMANOC,FEMALE,37.0,35 to 39,2,15 to 44,35 to 39
144,2021,BAGAMANOC,FEMALE,39.0,35 to 39,2,15 to 44,35 to 39
145,2021,BAGAMANOC,FEMALE,40.0,40 to 44,1,15 to 44,40 to 44
146,2021,BAGAMANOC,FEMALE,42.0,40 to 44,1,15 to 44,40 to 44
147,2021,BAGAMANOC,FEMALE,43.0,40 to 44,1,15 to 44,40 to 44
148,2021,BAGAMANOC,FEMALE,44.0,40 to 44,4,15 to 44,40 to 44
149,2021,BAGAMANOC,FEMALE,47.0,45 to 49,1,45 to 59,45 to 49
150,2021,BAGAMANOC,FEMALE,48.0,45 to 49,1,45 to 59,45 to 49
151,2021,BAGAMANOC,FEMALE,49.0,45 to 49,2,45 to 59,45 to 49
152,2021,BAGAMANOC,FEMALE,52.0,50 to 54,2,45 to 59,50 to 54
153,2021,BAGAMANOC,FEMALE,53.0,50 to 54,1,45 to 59,50 to 54
154,2021,BAGAMANOC,FEMALE,55.0,55 to 59,1,45 to 59,55 to 59
155,2021,BAGAMANOC,FEMALE,56.0,55 to 59,3,45 to 59,55 to 59
156,2021,BAGAMANOC,FEMALE,57.0,55 to 59,2,45 to 59,55 to 59
157,2021,BAGAMANOC,FEMALE,58.0,55 to 59,2,45 to 59,55 to 59
158,2021,BAGAMANOC,FEMALE,59.0,55 to 59,1,45 to 59,55 to 59
159,2021,BAGAMANOC,FEMALE,61.0,60 to 64,1,60 to 69,60 to 64
160,2021,BAGAMANOC,FEMALE,62.0,60 to 64,1,60 to 69,60 to 64
161,2021,BAGAMANOC,FEMALE,64.0,60 to 64,1,60 to 69,60 to 64
162,2021,BAGAMANOC,FEMALE,65.0,65 to 69,1,60 to 69,65 to 69
163,2021,BAGAMANOC,FEMALE,67.0,65 to 69,1,60 to 69,65 to 69
164,2021,BAGAMANOC,FEMALE,68.0,65 to 69,1,60 to 69,65 to 69
165,2021,BAGAMANOC,FEMALE,77.0,75 to 79,1,70 to 79,75 to 79
166,2021,BAGAMANOC,FEMALE,78.0,75 to 79,1,70 to 79,75 to 79
167,2021,BAGAMANOC,FEMALE,79.0,75 to 79,1,70 to 79,75 to 79
168,2021,BAGAMANOC,FEMALE,80.0,80+,2,80+,80+
169,2021,BAGAMANOC,FEMALE,82.0,80+,1,80+,80+
170,2021,BAGAMANOC,FEMALE,84.0,80+,1,80+,80+
171,2021,BAGAMANOC,FEMALE,97.0,80+,1,80+,80+
172,2021,BAGAMANOC,MALE,8.0,5 to 9,3,0 to 14,0 to 11
173,2021,BAGAMANOC,MALE,10.0,10 to 14,1,0 to 14,0 to 11
174,2021,BAGAMANOC,MALE,11.0,10 to 14,1,0 to 14,0 to 11
175,2021,BAGAMANOC,MALE,12.0,10 to 14,1,0 to 14,12 to 14
176,2021,BAGAMANOC,MALE,13.0,10 to 14,2,0 to 14,12 to 14
177,2021,BAGAMANOC,MALE,14.0,10 to 14,1,0 to 14,12 to 14
178,2021,BAGAMANOC,MALE,15.0,15 to 19,1,15 to 44,15 to 19
179,2021,BAGAMANOC,MALE,16.0,15 to 19,2,15 to 44,15 to 19
180,2021,BAGAMANOC,MALE,17.0,15 to 19,3,15 to 44,15 to 19
181,2021,BAGAMANOC,MALE,18.0,15 to 19,1,15 to 44,15 to 19
182,2021,BAGAMANOC,MALE,19.0,15 to 19,4,15 to 44,15 to 19
183,2021,BAGAMANOC,MALE,21.0,20 to 24,6,15 to 44,20 to 24
184,2021,BAGAMANOC,MALE,24.0,20 to 24,3,15 to 44,20 to 24
185,2021,BAGAMANOC,MALE,25.0,25 to 29,3,15 to 44,25 to 29
186,2021,BAGAMANOC,MALE,26.0,25 to 29,2,15 to 44,25 to 29
187,2021,BAGAMANOC,MALE,27.0,25 to 29,1,15 to 44,25 to 29
188,2021,BAGAMANOC,MALE,28.0,25 to 29,3,15 to 44,25 to 29
189,2021,BAGAMANOC,MALE,29.0,25 to 29,1,15 to 44,25 to 29
190,2021,BAGAMANOC,MALE,30.0,30 to 34,2,15 to 44,30 to 34
191,2021,BAGAMANOC,MALE,31.0,30 to 34,1,15 to 44,30 to 34
192,2021,BAGAMANOC,MALE,32.0,30 to 34,1,15 to 44,30 to 34
193,2021,BAGAMANOC,MALE,34.0,30 to 34,3,15 to 44,30 to 34
194,2021,BAGAMANOC,MALE,35.0,35 to 39,4,15 to 44,35 to 39
195,2021,BAGAMANOC,MALE,38.0,35 to 39,1,15 to 44,35 to 39
196,2021,BAGAMANOC,MALE,39.0,35 to 39,1,15 to 44,35 to 39
197,2021,BAGAMANOC,MALE,40.0,40 to 44,1,15 to 44,40 to 44
198,2021,BAGAMANOC,MALE,42.0,40 to 44,1,15 to 44,40 to 44
199,2021,BAGAMANOC,MALE,45.0,45 to 49,2,45 to 59,45 to 49
200,2021,BAGAMANOC,MALE,46.0,45 to 49,1,45 to 59,45 to 49
201,2021,BAGAMANOC,MALE,47.0,45 to 49,2,45 to 59,45 to 49
202,2021,BAGAMANOC,MALE,48.0,45 to 49,3,45 to 59,45 to 49
203,2021,BAGAMANOC,MALE,50.0,50 to 54,2,45 to 59,50 to 54
204,2021,BAGAMANOC,MALE,52.0,50 to 54,2,45 to 59,50 to 54
205,2021,BAGAMANOC,MALE,53.0,50 to 54,2,45 to 59,50 to 54
206,2021,BAGAMANOC,MALE,54.0,50 to 54,1,45 to 59,50 to 54
207,2021,BAGAMANOC,MALE,56.0,55 to 59,2,45 to 59,55 to 59
208,2021,BAGAMANOC,MALE,57.0,55 to 59,2,45 to 59,55 to 59
209,2021,BAGAMANOC,MALE,59.0,55 to 59,1,45 to 59,55 to 59
210,2021,BAGAMANOC,MALE,61.0,60 to 64,1,60 to 69,60 to 64
211,2021,BAGAMANOC,MALE,63.0,60 to 64,1,60 to 69,60 to 64
212,2021,BAGAMANOC,MALE,66.0,65 to 69,1,60 to 69,65 to 69
213,2021,BAGAMANOC,MALE,68.0,65 to 69,1,60 to 69,65 to 69
214,2021,BAGAMANOC,MALE,70.0,70 to 74,3,70 to 79,70 to 74
215,2021,BAGAMANOC,MALE,71.0,70 to 74,1,70 to 79,70 to 74
216,2021,BAGAMANOC,MALE,72.0,70 to 74,1,70 to 79,70 to 74
217,2021,BAGAMANOC,MALE,74.0,70 to 74,1,70 to 79,70 to 74
218,2021,BAGAMANOC,MALE,76.0,75 to 79,2,70 to 79,75 to 79
219,2021,BAGAMANOC,MALE,91.0,80+,1,80+,80+
220,2021,BARAS,FEMALE,9.0,5 to 9,1,0 to 14,0 to 11
221,2021,BARAS,FEMALE,16.0,15 to 19,2,15 to 44,15 to 19
222,2021,BARAS,FEMALE,17.0,15 to 19,1,15 to 44,15 to 19
223,2021,BARAS,FEMALE,18.0,15 to 19,1,15 to 44,15 to 19
224,2021,BARAS,FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
225,2021,BARAS,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
226,2021,BARAS,FEMALE,22.0,20 to 24,1,15 to 44,20 to 24
227,2021,BARAS,FEMALE,24.0,20 to 24,2,15 to 44,20 to 24
228,2021,BARAS,FEMALE,25.0,25 to 29,2,15 to 44,25 to 29
229,2021,BARAS,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
230,2021,BARAS,FEMALE,28.0,25 to 29,1,15 to 44,25 to 29
231,2021,BARAS,FEMALE,31.0,30 to 34,1,15 to 44,30 to 34
232,2021,BARAS,FEMALE,33.0,30 to 34,1,15 to 44,30 to 34
233,2021,BARAS,FEMALE,34.0,30 to 34,1,15 to 44,30 to 34
234,2021,BARAS,FEMALE,35.0,35 to 39,1,15 to 44,35 to 39
235,2021,BARAS,FEMALE,36.0,35 to 39,1,15 to 44,35 to 39
236,2021,BARAS,FEMALE,40.0,40 to 44,2,15 to 44,40 to 44
237,2021,BARAS,FEMALE,42.0,40 to 44,1,15 to 44,40 to 44
238,2021,BARAS,FEMALE,44.0,40 to 44,2,15 to 44,40 to 44
239,2021,BARAS,FEMALE,46.0,45 to 49,1,45 to 59,45 to 49
240,2021,BARAS,FEMALE,47.0,45 to 49,2,45 to 59,45 to 49
241,2021,BARAS,FEMALE,48.0,45 to 49,1,45 to 59,45 to 49
242,2021,BARAS,FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
243,2021,BARAS,FEMALE,55.0,55 to 59,1,45 to 59,55 to 59
244,2021,BARAS,FEMALE,56.0,55 to 59,3,45 to 59,55 to 59
245,2021,BARAS,FEMALE,57.0,55 to 59,1,45 to 59,55 to 59
246,2021,BARAS,FEMALE,58.0,55 to 59,1,45 to 59,55 to 59
247,2021,BARAS,FEMALE,62.0,60 to 64,1,60 to 69,60 to 64
248,2021,BARAS,FEMALE,64.0,60 to 64,1,60 to 69,60 to 64
249,2021,BARAS,FEMALE,65.0,65 to 69,1,60 to 69,65 to 69
250,2021,BARAS,FEMALE,66.0,65 to 69,2,60 to 69,65 to 69
251,2021,BARAS,FEMALE,72.0,70 to 74,1,70 to 79,70 to 74
252,2021,BARAS,FEMALE,75.0,75 to 79,1,70 to 79,75 to 79
253,2021,BARAS,FEMALE,76.0,75 to 79,2,70 to 79,75 to 79
254,2021,BARAS,FEMALE,79.0,75 to 79,2,70 to 79,75 to 79
255,2021,BARAS,FEMALE,81.0,80+,1,80+,80+
256,2021,BARAS,FEMALE,89.0,80+,1,80+,80+
257,2021,BARAS,MALE,1.0,0 to 4,1,0 to 14,0 to 11
258,2021,BARAS,MALE,2.0,0 to 4,1,0 to 14,0 to 11
259,2021,BARAS,MALE,15.0,15 to 19,1,15 to 44,15 to 19
260,2021,BARAS,MALE,16.0,15 to 19,2,15 to 44,15 to 19
261,2021,BARAS,MALE,17.0,15 to 19,1,15 to 44,15 to 19
262,2021,BARAS,MALE,18.0,15 to 19,1,15 to 44,15 to 19
263,2021,BARAS,MALE,19.0,15 to 19,1,15 to 44,15 to 19
264,2021,BARAS,MALE,23.0,20 to 24,3,15 to 44,20 to 24
265,2021,BARAS,MALE,24.0,20 to 24,2,15 to 44,20 to 24
266,2021,BARAS,MALE,25.0,25 to 29,1,15 to 44,25 to 29
267,2021,BARAS,MALE,27.0,25 to 29,3,15 to 44,25 to 29
268,2021,BARAS,MALE,28.0,25 to 29,1,15 to 44,25 to 29
269,2021,BARAS,MALE,29.0,25 to 29,1,15 to 44,25 to 29
270,2021,BARAS,MALE,30.0,30 to 34,1,15 to 44,30 to 34
271,2021,BARAS,MALE,34.0,30 to 34,2,15 to 44,30 to 34
272,2021,BARAS,MALE,35.0,35 to 39,1,15 to 44,35 to 39
273,2021,BARAS,MALE,36.0,35 to 39,2,15 to 44,35 to 39
274,2021,BARAS,MALE,40.0,40 to 44,2,15 to 44,40 to 44
275,2021,BARAS,MALE,42.0,40 to 44,1,15 to 44,40 to 44
276,2021,BARAS,MALE,43.0,40 to 44,3,15 to 44,40 to 44
277,2021,BARAS,MALE,44.0,40 to 44,1,15 to 44,40 to 44
278,2021,BARAS,MALE,48.0,45 to 49,1,45 to 59,45 to 49
279,2021,BARAS,MALE,50.0,50 to 54,3,45 to 59,50 to 54
280,2021,BARAS,MALE,51.0,50 to 54,1,45 to 59,50 to 54
281,2021,BARAS,MALE,53.0,50 to 54,1,45 to 59,50 to 54
282,2021,BARAS,MALE,54.0,50 to 54,1,45 to 59,50 to 54
283,2021,BARAS,MALE,55.0,55 to 59,1,45 to 59,55 to 59
284,2021,BARAS,MALE,57.0,55 to 59,1,45 to 59,55 to 59
285,2021,BARAS,MALE,58.0,55 to 59,1,45 to 59,55 to 59
286,2021,BARAS,MALE,59.0,55 to 59,1,45 to 59,55 to 59
287,2021,BARAS,MALE,61.0,60 to 64,1,60 to 69,60 to 64
288,2021,BARAS,MALE,67.0,65 to 69,1,60 to 69,65 to 69
289,2021,BARAS,MALE,68.0,65 to 69,1,60 to 69,65 to 69
290,2021,BARAS,MALE,70.0,70 to 74,1,70 to 79,70 to 74
291,2021,BARAS,MALE,72.0,70 to 74,1,70 to 79,70 to 74
292,2021,BARAS,MALE,73.0,70 to 74,2,70 to 79,70 to 74
293,2021,BARAS,MALE,80.0,80+,1,80+,80+
294,2021,BARAS,MALE,96.0,80+,1,80+,80+
295,2021,BATO,FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
296,2021,BATO,FEMALE,3.0,0 to 4,2,0 to 14,0 to 11
297,2021,BATO,FEMALE,6.0,5 to 9,1,0 to 14,0 to 11
298,2021,BATO,FEMALE,7.0,5 to 9,2,0 to 14,0 to 11
299,2021,BATO,FEMALE,9.0,5 to 9,1,0 to 14,0 to 11
300,2021,BATO,FEMALE,12.0,10 to 14,1,0 to 14,12 to 14
301,2021,BATO,FEMALE,13.0,10 to 14,2,0 to 14,12 to 14
302,2021,BATO,FEMALE,14.0,10 to 14,4,0 to 14,12 to 14
303,2021,BATO,FEMALE,15.0,15 to 19,2,15 to 44,15 to 19
304,2021,BATO,FEMALE,16.0,15 to 19,1,15 to 44,15 to 19
305,2021,BATO,FEMALE,17.0,15 to 19,1,15 to 44,15 to 19
306,2021,BATO,FEMALE,18.0,15 to 19,1,15 to 44,15 to 19
307,2021,BATO,FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
308,2021,BATO,FEMALE,22.0,20 to 24,4,15 to 44,20 to 24
309,2021,BATO,FEMALE,23.0,20 to 24,3,15 to 44,20 to 24
310,2021,BATO,FEMALE,24.0,20 to 24,3,15 to 44,20 to 24
311,2021,BATO,FEMALE,25.0,25 to 29,2,15 to 44,25 to 29
312,2021,BATO,FEMALE,26.0,25 to 29,2,15 to 44,25 to 29
313,2021,BATO,FEMALE,27.0,25 to 29,3,15 to 44,25 to 29
314,2021,BATO,FEMALE,28.0,25 to 29,3,15 to 44,25 to 29
315,2021,BATO,FEMALE,29.0,25 to 29,4,15 to 44,25 to 29
316,2021,BATO,FEMALE,30.0,30 to 34,3,15 to 44,30 to 34
317,2021,BATO,FEMALE,31.0,30 to 34,2,15 to 44,30 to 34
318,2021,BATO,FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
319,2021,BATO,FEMALE,33.0,30 to 34,4,15 to 44,30 to 34
320,2021,BATO,FEMALE,34.0,30 to 34,2,15 to 44,30 to 34
321,2021,BATO,FEMALE,35.0,35 to 39,3,15 to 44,35 to 39
322,2021,BATO,FEMALE,36.0,35 to 39,2,15 to 44,35 to 39
323,2021,BATO,FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
324,2021,BATO,FEMALE,38.0,35 to 39,1,15 to 44,35 to 39
325,2021,BATO,FEMALE,39.0,35 to 39,2,15 to 44,35 to 39
326,2021,BATO,FEMALE,40.0,40 to 44,3,15 to 44,40 to 44
327,2021,BATO,FEMALE,41.0,40 to 44,5,15 to 44,40 to 44
328,2021,BATO,FEMALE,42.0,40 to 44,2,15 to 44,40 to 44
329,2021,BATO,FEMALE,43.0,40 to 44,2,15 to 44,40 to 44
330,2021,BATO,FEMALE,44.0,40 to 44,4,15 to 44,40 to 44
331,2021,BATO,FEMALE,45.0,45 to 49,3,45 to 59,45 to 49
