,Year,CityMunRes,Sex,Age,AgeGroup,count,AgeGroupVac,AgeGroupHosp
1260,2021,VIRAC (CAPITAL),MALE,48.0,45 to 49,6,45 to 59,45 to 49
1261,2021,VIRAC (CAPITAL),MALE,49.0,45 to 49,15,45 to 59,45 to 49
1262,2021,VIRAC (CAPITAL),MALE,50.0,50 to 54,6,45 to 59,50 to 54
1263,2021,VIRAC (CAPITAL),MALE,51.0,50 to 54,7,45 to 59,50 to 54
1264,2021,VIRAC (CAPITAL),MALE,52.0,50 to 54,9,45 to 59,50 to 54
1265,2021,VIRAC (CAPITAL),MALE,53.0,50 to 54,7,45 to 59,50 to 54
1266,2021,VIRAC (CAPITAL),MALE,54.0,50 to 54,5,45 to 59,50 to 54
1267,2021,VIRAC (CAPITAL),MALE,55.0,55 to 59,2,45 to 59,55 to 59
1268,2021,VIRAC (CAPITAL),MALE,56.0,55 to 59,6,45 to 59,55 to 59
1269,2021,VIRAC (CAPITAL),MALE,57.0,55 to 59,11,45 to 59,55 to 59
1270,2021,VIRAC (CAPITAL),MALE,58.0,55 to 59,6,45 to 59,55 to 59
1271,2021,VIRAC (CAPITAL),MALE,59.0,55 to 59,7,45 to 59,55 to 59
1272,2021,VIRAC (CAPITAL),MALE,60.0,60 to 64,4,60 to 69,60 to 64
1273,2021,VIRAC (CAPITAL),MALE,61.0,60 to 64,5,60 to 69,60 to 64
1274,2021,VIRAC (CAPITAL),MALE,62.0,60 to 64,6,60 to 69,60 to 64
1275,2021,VIRAC (CAPITAL),MALE,63.0,60 to 64,5,60 to 69,60 to 64
1276,2021,VIRAC (CAPITAL),MALE,64.0,60 to 64,5,60 to 69,60 to 64
1277,2021,VIRAC (CAPITAL),MALE,65.0,65 to 69,4,60 to 69,65 to 69
1278,2021,VIRAC (CAPITAL),MALE,66.0,65 to 69,3,60 to 69,65 to 69
1279,2021,VIRAC (CAPITAL),MALE,67.0,65 to 69,2,60 to 69,65 to 69
1280,2021,VIRAC (CAPITAL),MALE,68.0,65 to 69,3,60 to 69,65 to 69
1281,2021,VIRAC (CAPITAL),MALE,69.0,65 to 69,4,60 to 69,65 to 69
1282,2021,VIRAC (CAPITAL),MALE,70.0,70 to 74,2,70 to 79,70 to 74
1283,2021,VIRAC (CAPITAL),MALE,71.0,70 to 74,2,70 to 79,70 to 74
1284,2021,VIRAC (CAPITAL),MALE,72.0,70 to 74,2,70 to 79,70 to 74
1285,2021,VIRAC (CAPITAL),MALE,73.0,70 to 74,3,70 to 79,70 to 74
1286,2021,VIRAC (CAPITAL),MALE,74.0,70 to 74,1,70 to 79,70 to 74
1287,2021,VIRAC (CAPITAL),MALE,75.0,75 to 79,3,70 to 79,75 to 79
1288,2021,VIRAC (CAPITAL),MALE,76.0,75 to 79,3,70 to 79,75 to 79
1289,2021,VIRAC (CAPITAL),MALE,78.0,75 to 79,1,70 to 79,75 to 79
1290,2021,VIRAC (CAPITAL),MALE,79.0,75 to 79,1,70 to 79,75 to 79
1291,2021,VIRAC (CAPITAL),MALE,80.0,80+,1,80+,80+
1292,2021,VIRAC (CAPITAL),MALE,81.0,80+,3,80+,80+
1293,2021,VIRAC (CAPITAL),MALE,82.0,80+,1,80+,80+
1294,2021,VIRAC (CAPITAL),MALE,84.0,80+,2,80+,80+
1295,2021,VIRAC (CAPITAL),MALE,87.0,80+,1,80+,80+
1296,2021,VIRAC (CAPITAL),MALE,88.0,80+,1,80+,80+
1297,2021,VIRAC (CAPITAL),MALE,89.0,80+,1,80+,80+
1298,2021,VIRAC (CAPITAL),MALE,90.0,80+,1,80+,80+
1299,2021,VIRAC (CAPITAL),MALE,93.0,80+,1,80+,80+
1300,2021,VIRAC (CAPITAL),MALE,101.0,80+,1,80+,80+
1301,2022,BAGAMANOC,FEMALE,17.0,15 to 19,1,15 to 44,15 to 19
1302,2022,BAGAMANOC,FEMALE,18.0,15 to 19,1,15 to 44,15 to 19
1303,2022,BAGAMANOC,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1304,2022,BAGAMANOC,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
1305,2022,BAGAMANOC,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
1306,2022,BAGAMANOC,FEMALE,30.0,30 to 34,1,15 to 44,30 to 34
1307,2022,BAGAMANOC,FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
1308,2022,BAGAMANOC,FEMALE,41.0,40 to 44,1,15 to 44,40 to 44
1309,2022,BAGAMANOC,FEMALE,47.0,45 to 49,1,45 to 59,45 to 49
1310,2022,BAGAMANOC,FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
1311,2022,BAGAMANOC,FEMALE,54.0,50 to 54,1,45 to 59,50 to 54
1312,2022,BAGAMANOC,MALE,8.0,5 to 9,1,0 to 14,0 to 11
1313,2022,BAGAMANOC,MALE,12.0,10 to 14,1,0 to 14,12 to 14
1314,2022,BAGAMANOC,MALE,22.0,20 to 24,1,15 to 44,20 to 24
1315,2022,BAGAMANOC,MALE,25.0,25 to 29,1,15 to 44,25 to 29
1316,2022,BAGAMANOC,MALE,27.0,25 to 29,1,15 to 44,25 to 29
1317,2022,BAGAMANOC,MALE,28.0,25 to 29,1,15 to 44,25 to 29
1318,2022,BAGAMANOC,MALE,31.0,30 to 34,1,15 to 44,30 to 34
1319,2022,BAGAMANOC,MALE,48.0,45 to 49,1,45 to 59,45 to 49
1320,2022,BAGAMANOC,MALE,50.0,50 to 54,1,45 to 59,50 to 54
1321,2022,BAGAMANOC,MALE,55.0,55 to 59,1,45 to 59,55 to 59
1322,2022,BAGAMANOC,MALE,57.0,55 to 59,1,45 to 59,55 to 59
1323,2022,BAGAMANOC,MALE,58.0,55 to 59,1,45 to 59,55 to 59
1324,2022,BAGAMANOC,MALE,71.0,70 to 74,2,70 to 79,70 to 74
1325,2022,BAGAMANOC,MALE,80.0,80+,2,80+,80+
1326,2022,BARAS,FEMALE,2.0,0 to 4,1,0 to 14,0 to 11
1327,2022,BARAS,FEMALE,7.0,5 to 9,1,0 to 14,0 to 11
1328,2022,BARAS,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1329,2022,BARAS,FEMALE,22.0,20 to 24,1,15 to 44,20 to 24
1330,2022,BARAS,FEMALE,25.0,25 to 29,2,15 to 44,25 to 29
1331,2022,BARAS,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
1332,2022,BARAS,FEMALE,28.0,25 to 29,1,15 to 44,25 to 29
1333,2022,BARAS,FEMALE,32.0,30 to 34,2,15 to 44,30 to 34
1334,2022,BARAS,FEMALE,34.0,30 to 34,1,15 to 44,30 to 34
1335,2022,BARAS,FEMALE,36.0,35 to 39,1,15 to 44,35 to 39
1336,2022,BARAS,FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
1337,2022,BARAS,FEMALE,41.0,40 to 44,1,15 to 44,40 to 44
1338,2022,BARAS,FEMALE,42.0,40 to 44,1,15 to 44,40 to 44
1339,2022,BARAS,FEMALE,43.0,40 to 44,1,15 to 44,40 to 44
1340,2022,BARAS,FEMALE,51.0,50 to 54,1,45 to 59,50 to 54
1341,2022,BARAS,FEMALE,53.0,50 to 54,1,45 to 59,50 to 54
1342,2022,BARAS,FEMALE,55.0,55 to 59,1,45 to 59,55 to 59
1343,2022,BARAS,FEMALE,58.0,55 to 59,1,45 to 59,55 to 59
1344,2022,BARAS,FEMALE,60.0,60 to 64,1,60 to 69,60 to 64
1345,2022,BARAS,FEMALE,66.0,65 to 69,1,60 to 69,65 to 69
1346,2022,BARAS,FEMALE,78.0,75 to 79,2,70 to 79,75 to 79
1347,2022,BARAS,FEMALE,82.0,80+,1,80+,80+
1348,2022,BARAS,MALE,1.0,0 to 4,1,0 to 14,0 to 11
1349,2022,BARAS,MALE,2.0,0 to 4,1,0 to 14,0 to 11
1350,2022,BARAS,MALE,4.0,0 to 4,1,0 to 14,0 to 11
1351,2022,BARAS,MALE,6.0,5 to 9,1,0 to 14,0 to 11
1352,2022,BARAS,MALE,9.0,5 to 9,1,0 to 14,0 to 11
1353,2022,BARAS,MALE,10.0,10 to 14,2,0 to 14,0 to 11
1354,2022,BARAS,MALE,11.0,10 to 14,1,0 to 14,0 to 11
1355,2022,BARAS,MALE,19.0,15 to 19,2,15 to 44,15 to 19
1356,2022,BARAS,MALE,22.0,20 to 24,1,15 to 44,20 to 24
1357,2022,BARAS,MALE,23.0,20 to 24,1,15 to 44,20 to 24
1358,2022,BARAS,MALE,27.0,25 to 29,3,15 to 44,25 to 29
1359,2022,BARAS,MALE,28.0,25 to 29,1,15 to 44,25 to 29
1360,2022,BARAS,MALE,30.0,30 to 34,2,15 to 44,30 to 34
1361,2022,BARAS,MALE,35.0,35 to 39,1,15 to 44,35 to 39
1362,2022,BARAS,MALE,41.0,40 to 44,1,15 to 44,40 to 44
1363,2022,BARAS,MALE,46.0,45 to 49,1,45 to 59,45 to 49
1364,2022,BARAS,MALE,52.0,50 to 54,1,45 to 59,50 to 54
1365,2022,BARAS,MALE,55.0,55 to 59,1,45 to 59,55 to 59
1366,2022,BARAS,MALE,61.0,60 to 64,1,60 to 69,60 to 64
1367,2022,BARAS,MALE,62.0,60 to 64,1,60 to 69,60 to 64
1368,2022,BARAS,MALE,63.0,60 to 64,1,60 to 69,60 to 64
1369,2022,BARAS,MALE,68.0,65 to 69,1,60 to 69,65 to 69
1370,2022,BARAS,MALE,74.0,70 to 74,1,70 to 79,70 to 74
1371,2022,BARAS,MALE,86.0,80+,1,80+,80+
1372,2022,BARAS,MALE,90.0,80+,1,80+,80+
1373,2022,BATO,FEMALE,3.0,0 to 4,1,0 to 14,0 to 11
1374,2022,BATO,FEMALE,11.0,10 to 14,1,0 to 14,0 to 11
1375,2022,BATO,FEMALE,14.0,10 to 14,1,0 to 14,12 to 14
1376,2022,BATO,FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1377,2022,BATO,FEMALE,23.0,20 to 24,2,15 to 44,20 to 24
1378,2022,BATO,FEMALE,25.0,25 to 29,2,15 to 44,25 to 29
1379,2022,BATO,FEMALE,26.0,25 to 29,2,15 to 44,25 to 29
1380,2022,BATO,FEMALE,27.0,25 to 29,2,15 to 44,25 to 29
1381,2022,BATO,FEMALE,28.0,25 to 29,1,15 to 44,25 to 29
1382,2022,BATO,FEMALE,30.0,30 to 34,2,15 to 44,30 to 34
1383,2022,BATO,FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
1384,2022,BATO,FEMALE,38.0,35 to 39,1,15 to 44,35 to 39
1385,2022,BATO,FEMALE,39.0,35 to 39,3,15 to 44,35 to 39
1386,2022,BATO,FEMALE,40.0,40 to 44,1,15 to 44,40 to 44
1387,2022,BATO,FEMALE,42.0,40 to 44,1,15 to 44,40 to 44
1388,2022,BATO,FEMALE,48.0,45 to 49,1,45 to 59,45 to 49
1389,2022,BATO,FEMALE,52.0,50 to 54,2,45 to 59,50 to 54
1390,2022,BATO,FEMALE,53.0,50 to 54,1,45 to 59,50 to 54
1391,2022,BATO,FEMALE,55.0,55 to 59,1,45 to 59,55 to 59
1392,2022,BATO,FEMALE,57.0,55 to 59,1,45 to 59,55 to 59
1393,2022,BATO,FEMALE,58.0,55 to 59,1,45 to 59,55 to 59
1394,2022,BATO,FEMALE,71.0,70 to 74,2,70 to 79,70 to 74
1395,2022,BATO,FEMALE,74.0,70 to 74,1,70 to 79,70 to 74
1396,2022,BATO,FEMALE,75.0,75 to 79,2,70 to 79,75 to 79
1397,2022,BATO,FEMALE,77.0,75 to 79,1,70 to 79,75 to 79
1398,2022,BATO,FEMALE,79.0,75 to 79,1,70 to 79,75 to 79
1399,2022,BATO,MALE,1.0,0 to 4,1,0 to 14,0 to 11
1400,2022,BATO,MALE,2.0,0 to 4,1,0 to 14,0 to 11
1401,2022,BATO,MALE,3.0,0 to 4,2,0 to 14,0 to 11
1402,2022,BATO,MALE,6.0,5 to 9,3,0 to 14,0 to 11
1403,2022,BATO,MALE,9.0,5 to 9,1,0 to 14,0 to 11
1404,2022,BATO,MALE,13.0,10 to 14,1,0 to 14,12 to 14
1405,2022,BATO,MALE,16.0,15 to 19,1,15 to 44,15 to 19
1406,2022,BATO,MALE,24.0,20 to 24,2,15 to 44,20 to 24
1407,2022,BATO,MALE,25.0,25 to 29,1,15 to 44,25 to 29
1408,2022,BATO,MALE,26.0,25 to 29,1,15 to 44,25 to 29
1409,2022,BATO,MALE,29.0,25 to 29,2,15 to 44,25 to 29
1410,2022,BATO,MALE,30.0,30 to 34,1,15 to 44,30 to 34
1411,2022,BATO,MALE,31.0,30 to 34,1,15 to 44,30 to 34
1412,2022,BATO,MALE,34.0,30 to 34,1,15 to 44,30 to 34
1413,2022,BATO,MALE,38.0,35 to 39,1,15 to 44,35 to 39
1414,2022,BATO,MALE,40.0,40 to 44,1,15 to 44,40 to 44
1415,2022,BATO,MALE,44.0,40 to 44,1,15 to 44,40 to 44
1416,2022,BATO,MALE,46.0,45 to 49,1,45 to 59,45 to 49
1417,2022,BATO,MALE,51.0,50 to 54,1,45 to 59,50 to 54
1418,2022,BATO,MALE,56.0,55 to 59,1,45 to 59,55 to 59
1419,2022,BATO,MALE,58.0,55 to 59,1,45 to 59,55 to 59
1420,2022,BATO,MALE,59.0,55 to 59,2,45 to 59,55 to 59
1421,2022,BATO,MALE,60.0,60 to 64,1,60 to 69,60 to 64
1422,2022,BATO,MALE,62.0,60 to 64,1,60 to 69,60 to 64
1423,2022,BATO,MALE,63.0,60 to 64,2,60 to 69,60 to 64
1424,2022,BATO,MALE,67.0,65 to 69,1,60 to 69,65 to 69
1425,2022,BATO,MALE,70.0,70 to 74,2,70 to 79,70 to 74
1426,2022,BATO,MALE,71.0,70 to 74,1,70 to 79,70 to 74
1427,2022,BATO,MALE,72.0,70 to 74,1,70 to 79,70 to 74
1428,2022,BATO,MALE,78.0,75 to 79,1,70 to 79,75 to 79
1429,2022,CARAMORAN,FEMALE,0.0,0 to 4,1,0 to 14,0 to 11
1430,2022,CARAMORAN,FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
1431,2022,CARAMORAN,FEMALE,4.0,0 to 4,1,0 to 14,0 to 11
1432,2022,CARAMORAN,FEMALE,13.0,10 to 14,1,0 to 14,12 to 14
1433,2022,CARAMORAN,FEMALE,14.0,10 to 14,1,0 to 14,12 to 14
1434,2022,CARAMORAN,FEMALE,18.0,15 to 19,3,15 to 44,15 to 19
1435,2022,CARAMORAN,FEMALE,19.0,15 to 19,3,15 to 44,15 to 19
1436,2022,CARAMORAN,FEMALE,22.0,20 to 24,2,15 to 44,20 to 24
1437,2022,CARAMORAN,FEMALE,23.0,20 to 24,4,15 to 44,20 to 24
1438,2022,CARAMORAN,FEMALE,24.0,20 to 24,1,15 to 44,20 to 24
1439,2022,CARAMORAN,FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
1440,2022,CARAMORAN,FEMALE,26.0,25 to 29,2,15 to 44,25 to 29
1441,2022,CARAMORAN,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
1442,2022,CARAMORAN,FEMALE,28.0,25 to 29,2,15 to 44,25 to 29
1443,2022,CARAMORAN,FEMALE,30.0,30 to 34,1,15 to 44,30 to 34
1444,2022,CARAMORAN,FEMALE,34.0,30 to 34,2,15 to 44,30 to 34
1445,2022,CARAMORAN,FEMALE,38.0,35 to 39,1,15 to 44,35 to 39
1446,2022,CARAMORAN,FEMALE,40.0,40 to 44,1,15 to 44,40 to 44
1447,2022,CARAMORAN,FEMALE,46.0,45 to 49,1,45 to 59,45 to 49
1448,2022,CARAMORAN,FEMALE,47.0,45 to 49,2,45 to 59,45 to 49
1449,2022,CARAMORAN,FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
1450,2022,CARAMORAN,FEMALE,53.0,50 to 54,1,45 to 59,50 to 54
1451,2022,CARAMORAN,FEMALE,55.0,55 to 59,1,45 to 59,55 to 59
1452,2022,CARAMORAN,FEMALE,68.0,65 to 69,1,60 to 69,65 to 69
1453,2022,CARAMORAN,FEMALE,72.0,70 to 74,1,70 to 79,70 to 74
1454,2022,CARAMORAN,FEMALE,78.0,75 to 79,1,70 to 79,75 to 79
1455,2022,CARAMORAN,MALE,0.0,0 to 4,1,0 to 14,0 to 11
1456,2022,CARAMORAN,MALE,5.0,5 to 9,1,0 to 14,0 to 11
1457,2022,CARAMORAN,MALE,8.0,5 to 9,1,0 to 14,0 to 11
1458,2022,CARAMORAN,MALE,23.0,20 to 24,1,15 to 44,20 to 24
1459,2022,CARAMORAN,MALE,24.0,20 to 24,2,15 to 44,20 to 24
1460,2022,CARAMORAN,MALE,29.0,25 to 29,2,15 to 44,25 to 29
1461,2022,CARAMORAN,MALE,31.0,30 to 34,3,15 to 44,30 to 34
1462,2022,CARAMORAN,MALE,36.0,35 to 39,1,15 to 44,35 to 39
1463,2022,CARAMORAN,MALE,39.0,35 to 39,2,15 to 44,35 to 39
1464,2022,CARAMORAN,MALE,44.0,40 to 44,1,15 to 44,40 to 44
1465,2022,CARAMORAN,MALE,45.0,45 to 49,3,45 to 59,45 to 49
1466,2022,CARAMORAN,MALE,50.0,50 to 54,1,45 to 59,50 to 54
1467,2022,CARAMORAN,MALE,53.0,50 to 54,1,45 to 59,50 to 54
1468,2022,CARAMORAN,MALE,56.0,55 to 59,1,45 to 59,55 to 59
1469,2022,CARAMORAN,MALE,67.0,65 to 69,1,60 to 69,65 to 69
1470,2022,CARAMORAN,MALE,70.0,70 to 74,1,70 to 79,70 to 74
1471,2022,CARAMORAN,MALE,79.0,75 to 79,2,70 to 79,75 to 79
1472,2022,GIGMOTO,FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
1473,2022,GIGMOTO,FEMALE,13.0,10 to 14,1,0 to 14,12 to 14
1474,2022,GIGMOTO,FEMALE,23.0,20 to 24,1,15 to 44,20 to 24
1475,2022,GIGMOTO,FEMALE,24.0,20 to 24,1,15 to 44,20 to 24
1476,2022,GIGMOTO,FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
1477,2022,GIGMOTO,FEMALE,26.0,25 to 29,2,15 to 44,25 to 29
1478,2022,GIGMOTO,FEMALE,28.0,25 to 29,1,15 to 44,25 to 29
1479,2022,GIGMOTO,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
1480,2022,GIGMOTO,FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
1481,2022,GIGMOTO,FEMALE,33.0,30 to 34,2,15 to 44,30 to 34
1482,2022,GIGMOTO,FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
1483,2022,GIGMOTO,FEMALE,40.0,40 to 44,1,15 to 44,40 to 44
1484,2022,GIGMOTO,FEMALE,52.0,50 to 54,1,45 to 59,50 to 54
1485,2022,GIGMOTO,FEMALE,53.0,50 to 54,1,45 to 59,50 to 54
1486,2022,GIGMOTO,FEMALE,60.0,60 to 64,1,60 to 69,60 to 64
1487,2022,GIGMOTO,FEMALE,62.0,60 to 64,2,60 to 69,60 to 64
1488,2022,GIGMOTO,FEMALE,66.0,65 to 69,1,60 to 69,65 to 69
1489,2022,GIGMOTO,FEMALE,70.0,70 to 74,1,70 to 79,70 to 74
1490,2022,GIGMOTO,FEMALE,71.0,70 to 74,1,70 to 79,70 to 74
1491,2022,GIGMOTO,FEMALE,81.0,80+,1,80+,80+
1492,2022,GIGMOTO,FEMALE,84.0,80+,1,80+,80+
1493,2022,GIGMOTO,FEMALE,85.0,80+,1,80+,80+
1494,2022,GIGMOTO,MALE,2.0,0 to 4,1,0 to 14,0 to 11
1495,2022,GIGMOTO,MALE,4.0,0 to 4,1,0 to 14,0 to 11
1496,2022,GIGMOTO,MALE,15.0,15 to 19,1,15 to 44,15 to 19
1497,2022,GIGMOTO,MALE,25.0,25 to 29,1,15 to 44,25 to 29
1498,2022,GIGMOTO,MALE,30.0,30 to 34,1,15 to 44,30 to 34
1499,2022,GIGMOTO,MALE,31.0,30 to 34,1,15 to 44,30 to 34
1500,2022,GIGMOTO,MALE,34.0,30 to 34,1,15 to 44,30 to 34
1501,2022,GIGMOTO,MALE,51.0,50 to 54,1,45 to 59,50 to 54
1502,2022,GIGMOTO,MALE,59.0,55 to 59,1,45 to 59,55 to 59
1503,2022,GIGMOTO,MALE,61.0,60 to 64,1,60 to 69,60 to 64
1504,2022,GIGMOTO,MALE,62.0,60 to 64,1,60 to 69,60 to 64
1505,2022,GIGMOTO,MALE,68.0,65 to 69,2,60 to 69,65 to 69
1506,2022,GIGMOTO,MALE,72.0,70 to 74,1,70 to 79,70 to 74
1507,2022,GIGMOTO,MALE,77.0,75 to 79,1,70 to 79,75 to 79
1508,2022,PANDAN,FEMALE,3.0,0 to 4,1,0 to 14,0 to 11
1509,2022,PANDAN,FEMALE,5.0,5 to 9,1,0 to 14,0 to 11
1510,2022,PANDAN,FEMALE,22.0,20 to 24,1,15 to 44,20 to 24
1511,2022,PANDAN,FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
1512,2022,PANDAN,FEMALE,26.0,25 to 29,1,15 to 44,25 to 29
1513,2022,PANDAN,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
1514,2022,PANDAN,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
1515,2022,PANDAN,FEMALE,41.0,40 to 44,1,15 to 44,40 to 44
1516,2022,PANDAN,FEMALE,42.0,40 to 44,1,15 to 44,40 to 44
1517,2022,PANDAN,FEMALE,43.0,40 to 44,1,15 to 44,40 to 44
1518,2022,PANDAN,FEMALE,47.0,45 to 49,1,45 to 59,45 to 49
1519,2022,PANDAN,FEMALE,48.0,45 to 49,1,45 to 59,45 to 49
1520,2022,PANDAN,FEMALE,59.0,55 to 59,2,45 to 59,55 to 59
1521,2022,PANDAN,FEMALE,82.0,80+,1,80+,80+
1522,2022,PANDAN,FEMALE,86.0,80+,1,80+,80+
1523,2022,PANDAN,MALE,0.0,0 to 4,1,0 to 14,0 to 11
1524,2022,PANDAN,MALE,1.0,0 to 4,3,0 to 14,0 to 11
1525,2022,PANDAN,MALE,2.0,0 to 4,1,0 to 14,0 to 11
1526,2022,PANDAN,MALE,3.0,0 to 4,1,0 to 14,0 to 11
1527,2022,PANDAN,MALE,6.0,5 to 9,1,0 to 14,0 to 11
1528,2022,PANDAN,MALE,18.0,15 to 19,1,15 to 44,15 to 19
1529,2022,PANDAN,MALE,21.0,20 to 24,1,15 to 44,20 to 24
1530,2022,PANDAN,MALE,25.0,25 to 29,1,15 to 44,25 to 29
1531,2022,PANDAN,MALE,32.0,30 to 34,1,15 to 44,30 to 34
1532,2022,PANDAN,MALE,58.0,55 to 59,1,45 to 59,55 to 59
1533,2022,PANDAN,MALE,62.0,60 to 64,1,60 to 69,60 to 64
1534,2022,PANDAN,MALE,77.0,75 to 79,1,70 to 79,75 to 79
1535,2022,PANDAN,MALE,78.0,75 to 79,3,70 to 79,75 to 79
1536,2022,PANDAN,MALE,80.0,80+,1,80+,80+
1537,2022,PANGANIBAN (PAYO),FEMALE,15.0,15 to 19,1,15 to 44,15 to 19
1538,2022,PANGANIBAN (PAYO),FEMALE,18.0,15 to 19,1,15 to 44,15 to 19
1539,2022,PANGANIBAN (PAYO),FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
1540,2022,PANGANIBAN (PAYO),FEMALE,23.0,20 to 24,2,15 to 44,20 to 24
1541,2022,PANGANIBAN (PAYO),FEMALE,26.0,25 to 29,1,15 to 44,25 to 29
1542,2022,PANGANIBAN (PAYO),FEMALE,31.0,30 to 34,1,15 to 44,30 to 34
1543,2022,PANGANIBAN (PAYO),FEMALE,36.0,35 to 39,1,15 to 44,35 to 39
1544,2022,PANGANIBAN (PAYO),FEMALE,40.0,40 to 44,2,15 to 44,40 to 44
1545,2022,PANGANIBAN (PAYO),FEMALE,42.0,40 to 44,1,15 to 44,40 to 44
1546,2022,PANGANIBAN (PAYO),FEMALE,51.0,50 to 54,1,45 to 59,50 to 54
1547,2022,PANGANIBAN (PAYO),FEMALE,54.0,50 to 54,1,45 to 59,50 to 54
1548,2022,PANGANIBAN (PAYO),FEMALE,63.0,60 to 64,1,60 to 69,60 to 64
1549,2022,PANGANIBAN (PAYO),FEMALE,67.0,65 to 69,1,60 to 69,65 to 69
1550,2022,PANGANIBAN (PAYO),FEMALE,74.0,70 to 74,1,70 to 79,70 to 74
1551,2022,PANGANIBAN (PAYO),FEMALE,90.0,80+,1,80+,80+
1552,2022,PANGANIBAN (PAYO),FEMALE,92.0,80+,1,80+,80+
1553,2022,PANGANIBAN (PAYO),MALE,20.0,20 to 24,1,15 to 44,20 to 24
1554,2022,PANGANIBAN (PAYO),MALE,21.0,20 to 24,1,15 to 44,20 to 24
1555,2022,PANGANIBAN (PAYO),MALE,24.0,20 to 24,1,15 to 44,20 to 24
1556,2022,PANGANIBAN (PAYO),MALE,26.0,25 to 29,1,15 to 44,25 to 29
1557,2022,PANGANIBAN (PAYO),MALE,36.0,35 to 39,1,15 to 44,35 to 39
1558,2022,PANGANIBAN (PAYO),MALE,37.0,35 to 39,1,15 to 44,35 to 39
1559,2022,PANGANIBAN (PAYO),MALE,43.0,40 to 44,1,15 to 44,40 to 44
1560,2022,PANGANIBAN (PAYO),MALE,45.0,45 to 49,1,45 to 59,45 to 49
1561,2022,PANGANIBAN (PAYO),MALE,47.0,45 to 49,1,45 to 59,45 to 49
1562,2022,PANGANIBAN (PAYO),MALE,48.0,45 to 49,1,45 to 59,45 to 49
1563,2022,PANGANIBAN (PAYO),MALE,49.0,45 to 49,1,45 to 59,45 to 49
1564,2022,PANGANIBAN (PAYO),MALE,78.0,75 to 79,1,70 to 79,75 to 79
1565,2022,PANGANIBAN (PAYO),MALE,82.0,80+,1,80+,80+
1566,2022,SAN ANDRES (CALOLBON),FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
1567,2022,SAN ANDRES (CALOLBON),FEMALE,2.0,0 to 4,1,0 to 14,0 to 11
1568,2022,SAN ANDRES (CALOLBON),FEMALE,7.0,5 to 9,1,0 to 14,0 to 11
1569,2022,SAN ANDRES (CALOLBON),FEMALE,9.0,5 to 9,1,0 to 14,0 to 11
1570,2022,SAN ANDRES (CALOLBON),FEMALE,13.0,10 to 14,1,0 to 14,12 to 14
1571,2022,SAN ANDRES (CALOLBON),FEMALE,16.0,15 to 19,1,15 to 44,15 to 19
1572,2022,SAN ANDRES (CALOLBON),FEMALE,20.0,20 to 24,1,15 to 44,20 to 24
1573,2022,SAN ANDRES (CALOLBON),FEMALE,21.0,20 to 24,1,15 to 44,20 to 24
1574,2022,SAN ANDRES (CALOLBON),FEMALE,22.0,20 to 24,1,15 to 44,20 to 24
1575,2022,SAN ANDRES (CALOLBON),FEMALE,23.0,20 to 24,2,15 to 44,20 to 24
1576,2022,SAN ANDRES (CALOLBON),FEMALE,24.0,20 to 24,1,15 to 44,20 to 24
1577,2022,SAN ANDRES (CALOLBON),FEMALE,25.0,25 to 29,2,15 to 44,25 to 29
1578,2022,SAN ANDRES (CALOLBON),FEMALE,26.0,25 to 29,2,15 to 44,25 to 29
1579,2022,SAN ANDRES (CALOLBON),FEMALE,28.0,25 to 29,3,15 to 44,25 to 29
1580,2022,SAN ANDRES (CALOLBON),FEMALE,29.0,25 to 29,2,15 to 44,25 to 29
1581,2022,SAN ANDRES (CALOLBON),FEMALE,30.0,30 to 34,2,15 to 44,30 to 34
1582,2022,SAN ANDRES (CALOLBON),FEMALE,31.0,30 to 34,1,15 to 44,30 to 34
1583,2022,SAN ANDRES (CALOLBON),FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
1584,2022,SAN ANDRES (CALOLBON),FEMALE,33.0,30 to 34,1,15 to 44,30 to 34
1585,2022,SAN ANDRES (CALOLBON),FEMALE,34.0,30 to 34,3,15 to 44,30 to 34
